Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784435911,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784435912,3,,Aggregated,0.000000,0.000000,22,29,30,34,39,42,42,42,42,42,42,14,0,17,19.625450714264453,4.693941000141422,42.49308299995391,28474.214285714286
1784435913,6,,Aggregated,0.000000,0.000000,7,15,26,29,34,39,42,42,42,42,42,35,0,7,14.283454400005471,4.693941000141422,42.49308299995391,29351.628571428573
1784435914,9,,Aggregated,12.000000,0.000000,7,15,28,32,51,92,99,100,100,100,100,67,0,7,20.1762142835785,4.520052000088981,100.85786500007998,35019.835820895525
1784435915,12,,Aggregated,15.000000,0.000000,8,12,24,29,43,58,97,99,100,100,100,110,0,7,17.277203218188994,4.370645000108198,100.85786500007998,38509.92727272727
1784435916,12,,Aggregated,19.000000,0.000000,7,10,14,26,34,51,97,99,100,100,100,148,0,7,15.155615445951913,4.370645000108198,100.85786500007998,40051.72297297297
